,자재,기말 재고 수량,기말 재고 금액,자재 내역,특별 재고,저장 위치,배치,단가,유효기간,남은일,유효기한구간,3평판,_mat_key,원가율,대분류,소분류,평판 * 1.38배,출하원가,출하판가,판가,who,26_1,26_2,26_3,26_4,26_5,26_6,26_7,26_8,26_9,26_10,26_11,26_12,27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_10,27_11,27_12,28_1,28_2,28_3,28_4,28_5,28_6,28_7,28_8,28_9,28_10,28_11,28_12,부진재고량,부진재고진입시점,부진재고진입분기,회전월
336,9309315,98580,10369432,[RX]포스트레이저리뉴얼모이스처1ml(샤셰),,5000,BMZ,105.18798945019273,2027-12-12,641,1년 이상,0,9309315,0.05659568323641646,포스트레이저,병의원,1437.9599999999998,151256.1213097991,2672573.466035541,183219486.13437352,자사,10218175.878690202,10066919.757380404,9915663.636070605,9764407.514760807,9613151.393451009,9461895.27214121,9310639.150831413,9159383.029521614,9008126.908211816,8856870.786902018,8705614.66559222,8554358.544282421,8403102.422972623,8251846.301662824,8100590.180353025,7949334.059043226,7798077.937733427,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,7646821.816423628,2027-06-12,27년 2Q,68.5554535592089
337,9309330,96,179641,이지듀스킨부스터엠티에스앰플(본품) 3.5g,,5000,D260113005,1871.2604166666667,2027-11-21,620,1년 이상,184,9309330,0.22091196548861122,기타,기타,161.046,301359.0050625,1364158.8150101183,813179.1304408141,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961029767892403
338,9309392,34456,132976984,[EA]멜라글루타치온크림105ml,T,7060,RKZ,3859.327374042257,2027-11-11,610,1년 이상,4312,9309392,0.21177734724615158,멜라(기타),멜라(기타),9680.148,37358860.1611804,176406309.0173554,627909385.6315006,자사,95618123.8388196,58259263.677639194,20900403.516458794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5594497108928502
339,9309401,7382,65511129.000000015,[EA]멜라비토닝원데이앰플투엑스기획세트(13ml*2+1ml*2),,7070,BEA,8874.4417502032,2028-05-27,808,1년 이상,1984,9309401,0.20142779598997623,원데이앰플,기타,3179.5199999999995,28216465.03360607,140082280.57566705,325233807.370161,자사,37294663.96639395,9078198.932787877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3217340982286636
340,9309503,19,99703,[EA]멜라비토닝앰플쿠션19호페어(본품)_V2,,5000,BAA,5247.526315789473,2027-01-21,316,6~12달,2,9309503,0.19898429428302003,멜라(앰플쿠션),본품19호(15G),5711.958,29973649.919684205,150633244.83816788,501059.64573359786,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033263549907054644
341,9309505,257,1355158,[EA]멜라비토닝앰플쿠션21호내추럴(본품)_V2,,5000,BAA,5272.988326848249,2027-01-23,318,6~12달,6.333333333333333,9309505,0.2168612310070364,멜라(앰플쿠션),본품21호(15G),15295.23,80651569.24645914,371904046.0664095,6248963.882142816,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01680262408607128
342,9309506,463,2426962.999999999,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,,5000,DMZ,5241.8207343412505,2026-12-23,287,6~12달,11.5,9309506,0.214162171570419,멜라(앰플쿠션),본품23호(15G),5277.947999999999,27666057.261174932,129182745.29205552,11332360.809583897,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08772348647618355
343,9309507,5872,17889574.000000004,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,,5000,BAA,3046.5895776566763,2027-01-13,308,6~12달,2139.666666666667,9309507,0.165058598341806,멜라(앰플쿠션),리필19호(15G),5541.942,16884022.737177797,102291082.72332527,108383169.24849917,자사,1005551.2628222071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0595563793341756
344,9309508,2017,6108304,[EA]멜라비토닝앰플쿠션21호내추럴(리필)_V2,T,6090,MMZ,3028.410510659395,2027-01-16,311,6~12달,332.6666666666667,9309508,0.17815510668389464,멜라(앰플쿠션),리필21호(15G),16986.143999999997,51441017.025174014,288742871.2130446,34286437.88941805,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11874384203972368
345,9309509,906,2746910,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,,5000,AAA,3031.909492273731,2027-01-09,304,6~12달,205,9309509,0.18426539357934024,멜라(앰플쿠션),리필23호(15G),5272.704,15986361.307549668,86757263.51549743,14907356.973772977,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17182834462165902
346,9309510,6549,13073035,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,,7090,AAA,1996.1879676286455,2027-01-16,311,6~12달,75,9309510,0.21177734724615158,멜라(기타),멜라(기타),133.998,267485.19528630323,1263049.1351627032,61730091.39077108,자사,12805549.804713696,12538064.609427392,12270579.414141089,12003094.218854785,11735609.023568481,11468123.828282177,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,11200638.632995874,2026-07-16,26년 3Q,48.87386378901178
347,9309511,5300,14001805,[EA]멜라글루타치온크림(Japan) 50ml,,7060,AAA,2641.85,2028-01-12,672,1년 이상,907.3333333333334,9309511,0.21177734724615158,멜라(기타),멜라(기타),50.23199999999999,132705.40919999997,626627.0256268473,66115687.924476266,자사,13869099.5908,13736394.1816,13603688.772400001,13470983.363200001,13338277.954000002,13205572.544800002,13072867.135600002,12940161.726400003,12807456.317200003,12674750.908000004,12542045.498800004,12409340.089600004,12276634.680400005,12143929.271200005,12011223.862000005,11878518.452800006,11745813.043600006,11613107.634400006,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,11480402.225200007,2027-07-12,27년 3Q,105.51043159738815
348,9309515,272,1058872,[EA]멜라원데이앰플(Japan) 10ml,,7090,AAA,3892.9117647058824,2028-01-15,675,1년 이상,1251.333333333333,9309515,0.17036884082889556,원데이앰플,10ML,116.196,452340.7754117647,2655067.518279698,6215174.059107698,자사,606531.2245882354,154190.4491764707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3408723191848257
349,9309522,31,117301,[EA]멜라씨비타에센스토너(Japan) 150ml,,7090,AAA,3783.9032258064517,2028-01-13,673,1년 이상,1726,9309522,0.21177734724615158,멜라(기타),멜라(기타),405.858,1535727.3954193548,7251613.146491814,553888.3243431108,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07638139447787157
350,9309593,1644,4272109,이지듀쓰리엑스멜라비토닝패치3g*6ea,,5000,296,2598.6064476885645,2028-04-21,772,1년 이상,1000,9309593,0.22091196548861122,기타,기타,852.426,2215119.699777372,10027160.343614656,19338513.378172997,자사,2056989.3002226278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9286131582096278
351,9309712,7,220682,[세트]이지듀 2025신년 패키지 SET 기미앰플 30ml * 6EA,,5000,00,31526,2027-12-16,645,1년 이상,0,9309712,1.24750289338192,임가공,임가공,143.934,4537663.284,3637397.001700424,176898.98850794786,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04863340142009532
352,9309713,6,165221,[세트]이지듀 2025신년 패키지 SET 항산화 30ml * 4EA,,5000,00,27536.833333333332,2027-02-21,347,6~12달,0,9309713,1.24750289338192,임가공,임가공,81.972,2257249.3019999997,1809414.0815022127,132441.3761895925,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07319572536963842
353,9309744,1547,514276.2991452991,[EA]멜라비토닝앰플쿠션트라이얼3열샤쉐0.2ml*3ea,,5000,BAA,332.4345825115056,2027-01-22,317,6~12달,6,9309744,0.22091196548861122,기타,기타,11696.051999999998,3888172.163652859,17600550.314479493,2327969.4153633877,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13226685380673756
354,9309753,25,93447,[판촉물]멜라토닝 더블업 크림+앰플 기획세트_25년설,,5000,,3737.88,,,미상,2176,9309753,1.24750289338192,임가공,임가공,1884.666,7044655.34808,5647005.217745251,74907.24109398232,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013264949863795495
355,9309754,195,3157031,멜라 3-스텝 올인원 스페셜세트_2025(대관용),,5100,,16189.902564102564,2099-12-31,,미상,-195,9309754,1.24750289338192,임가공,임가공,0,0,0,2530680.302825945,자사,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,3157031,0,0,0,0
356,9309755,27,1181331,멜라 3-스텝 올인원 스페셜세트_청뱀(대관용),,5300,,43753,2099-12-31,,미상,0,9309755,1.24750289338192,임가공,임가공,0,0,0,946956.5211167316,자사,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,1181331,0,0,0,0
357,9309795,49994,353226461,[EA]멜라오버나이트멜팅크림 50g,T,6090,ABA,7065.37706524783,2028-03-03,723,1년 이상,1814,9309795,0.23497575679450491,멜라(캡슐크림),멜라(캡슐크림),5325.972,37630000.418952115,160144182.24370676,1503246402.1763306,자사,315596460.5810479,277966460.1620958,240336459.74314368,202706459.32419157,165076458.90523946,127446458.48628736,89816458.06733525,52186457.64838313,14556457.229431018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.386831173727538
358,9309797,5571,10602661.000000002,[EA]이지에프하이드로부스팅토너200ml(홈쇼핑),,6040,E08Y002,1903.188117034644,2027-11-18,617,1년 이상,10,9309797,0.22091196548861122,기타,기타,3285.3659999999995,6252669.531309639,28303897.063611005,47994960.23924791,자사,4349991.468690363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.695701483487685
359,9309798,158885,195074095,[EA]이지에프코어부스팅아이크림30ml,T,6040,C28Y002,1227.769109733455,2027-09-27,565,1년 이상,9107.666666666666,9309798,0.22091196548861122,기타,기타,2121.75,2605019.108576958,11792114.124806227,883039968.2902497,자사,192469075.89142305,189864056.7828461,187259037.67426914,184654018.5656922,182048999.45711523,179443980.34853828,176838961.23996133,174233942.13138437,171628923.02280742,169023903.91423047,166418884.8056535,163813865.69707656,161208846.5884996,158603827.47992265,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,155998808.3713457,2027-03-27,27년 1Q,74.88394014374927
360,9309831,8325,27028514.000000004,[EA]멜라비토닝유브이선스틱20g,,5000,E26Y003,3246.668348348349,2027-11-25,624,1년 이상,227.3333333333333,9309831,0.21177734724615158,멜라(기타),멜라(기타),2814.9239999999995,9139124.653806126,43154401.415669836,127627030.70685086,자사,17889389.34619388,8750264.692387754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9574510715031743
361,9309833,440,2060182,[세트]이지듀 베리어리페어크림+앰플기획(크림50ML+앰플1ML),,5000,,4682.231818181818,,,미상,0,9309833,1.24750289338192,임가공,임가공,77.28,361842.8749090909,290053.7360103048,1651444.666725338,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.693581780538302
362,9309834,3307,17716095.101462808,[EA]멜라비토닝UV선세럼40ml+40ml(OY),W,5000,ACA,5357.1500155617805,2028-04-06,757,1년 이상,262.6666666666667,9309834,0.21177734724615158,멜라(기타),멜라(기타),310.5,1663395.079831933,7854452.33620075,83654344.20552619,자사,16052700.021630874,14389304.94179894,12725909.861967007,11062514.782135073,9399119.70230314,7735724.622471207,6072329.542639274,4408934.4628073415,2745539.382975409,1082144.303143476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.650563607085346
363,9309835,31386,127811668.53636596,[EA]멜라비토닝유브이선세럼투엑스40ml,W,7060,GEA,4072.2509569988515,2028-05-14,795,1년 이상,3398.333333333333,9309835,0.21177734724615158,멜라(기타),멜라(기타),31091.676,126613107.34569822,597859539.7105156,603519074.1520092,자사,1198561.1906677336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0094663279007539
364,9309837,19375,2743385.0100811664,[EA]멜라비토닝유브이선세럼투엑스사셰1ml,,5000,ACA,141.5940650364473,2028-03-12,732,1년 이상,67.66666666666667,9309837,0.21177734724615158,멜라(기타),멜라(기타),10797.395999999999,1528847.1914482757,7219125.233782803,12954100.359433128,자사,1214537.8186328907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7944141346672848
365,9309838,45130,241510752.53250828,[EA]멜라비토닝앰플쿠션19호페어(본품)15g_V3_,W,5400,GBA,5351.4458792933365,2027-02-23,349,6~12달,2632.666666666667,9309838,0.19898429428302003,멜라(앰플쿠션),본품19호(15G),4491.348,24035205.74707237,120789461.46818267,1213717662.5055737,자사,217475546.78543591,193440341.03836355,169405135.29129118,145369929.5442188,121334723.79714644,97299518.05007407,73264312.3030017,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,49229106.55592933,2026-08-23,26년 3Q,10.048208243939236
366,9309839,175668,929160634.2803122,[EA]멜라비토닝앰플쿠션21호내추럴(본품)15g_V3,T,5000,EBA,5289.299327597014,2027-02-11,337,6~12달,50560.66666666666,9309839,0.2168612310070364,멜라(앰플쿠션),본품21호(15G),115650.76199999999,611711497.6826823,2820750831.4975595,4284586184.2874265,자사,317449136.5976299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5189523783682461
367,9309900,40146,213238764.65474117,[EA]멜라비토닝앰플쿠션23호베이지(본품)15g_V3,T,6030,CBA,5311.581842642882,2027-02-09,335,6~12달,12162.33333333333,9309900,0.214162171570419,멜라(앰플쿠션),본품23호(15G),22623.443999999996,120166274.36844803,561099439.2113547,995688281.8804711,자사,93072490.28629313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7745308804441982
368,9309902,72556,219983262.74885005,[EA]멜라비토닝앰플쿠션19호페어(리필)15g_V3,W,5000,CBA,3031.9100108722923,2027-02-07,333,6~12달,1035.666666666667,9309902,0.165058598341806,멜라(앰플쿠션),리필19호(15G),880.1639999999999,2668578.0428094,16167458.52453724,1332758577.6131768,자사,217314684.70604065,214646106.66323125,211977528.62042186,209308950.57761246,206640372.53480306,203971794.49199367,201303216.44918427,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,198634638.40637487,2026-08-07,26년 3Q,82.4346371812526
369,9309903,107698,319746696.862679,[EA]멜라비토닝앰플쿠션21호내추럴(리필)15g_V3,T,6030,FBA,2968.919542263357,2027-02-13,339,6~12달,54960.33333333334,9309903,0.17815510668389464,멜라(앰플쿠션),리필21호(15G),89921.628,266970078.64133584,1498526108.011195,1794765824.0861661,자사,52776618.22134316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1976873906242
370,9309904,38314,114920206.03644907,[EA]멜라비토닝앰플쿠션23호베이지(리필)15g_V3,W,7020,GBA,2999.4311749347257,2027-02-19,345,6~12달,12755,9309904,0.18426539357934024,멜라(앰플쿠션),리필23호(15G),16929.978,50780303.80415905,275582423.9036739,623666787.3664905,자사,64139902.23229002,13359598.42813097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26308622492008
371,9309908,89600,178374327.9881513,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,T,7080,FCA,1990.784910582046,2027-03-02,356,6~12달,6228.666666666667,9309908,0.21177734724615158,멜라(기타),멜라(기타),10390.019999999999,20684295.036645666,97670007.22982916,842272935.7395552,자사,157690032.95150566,137005737.91486,116321442.87821434,95637147.84156868,74952852.80492301,54268557.76827735,33584262.73163168,12899967.694986016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62366001220402
372,9309910,8032,31321427,[EA]멀티비타12앰플클렌저200ml,,5000,RG02,3899.5800547808767,2028-06-30,842,1년 이상,808.6666666666666,9309910,0.21177734724615158,멜라(기타),멜라(기타),518.742,2022875.9567771414,9551899.592102863,147897909.79672012,자사,29298551.04322286,27275675.08644572,25252799.12966858,23229923.172891438,21207047.216114298,19184171.259337157,17161295.302560017,15138419.345782876,13115543.389005736,11092667.432228595,9069791.475451455,7046915.518674313,5024039.561897172,3001163.60512003,978287.6483428888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.483612277394158
373,9309930,951,43582699.99999999,한가인 VIP 고급 대관세트 (기미앰플+항산화+쿠션)_2025년설,T,5000,,45828.286014721336,,,미상,31,9309930,1.24750289338192,임가공,임가공,111.22799999999998,5097388.596845424,4086073.566552338,34935951.035631984,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.550005394325172
374,9310121,13022,47603681,[EA]리프트이지에프10코어이펙트앰플(1ml*4ea),T,6040,FCA,3655.6351558900324,2028-03-20,740,1년 이상,5195.666666666667,9310121,0.13587991533816293,이펙트코어,기타,3458.4179999999997,12642714.424562892,93043290.41638789,350336404.6226347,자사,34960966.575437106,22318252.150874212,9675537.72631132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7653054084266278
375,9310226,3,14375,[단종]멜라비토닝매트커버쿠션19호페어(본품)_19g,,5400,ACA,4791.666666666667,2027-03-31,385,1년 이상,0,9310226,0.24095427215914914,매트커버팩트,본품19호,2026.8059999999998,9711778.75,40305484.7833759,59658.62265561069,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001480161396798707
376,9310228,5,16479,[단종]멜라비토닝매트커버쿠션21호내추럴(본품)_19g,,5000,EEA,3295.8,2027-06-12,458,1년 이상,0,9310228,0.23902759143275193,매트커버팩트,본품21호,9622.464,31713716.851200003,132678058.8847725,68941.83178278063,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519617428550525
377,9310230,2,3652,[단종]멜라비토닝매트커버쿠션23호베이지(본품)_19g,,5400,ACA,1826,2027-04-24,409,1년 이상,0,9310230,0.23784043116864872,매트커버팩트,본품23호,2082.144,3801994.9439999997,15985486.257818243,15354.832574325545,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009605483578465276
378,9310233,44149,145376546.38408932,[EA]멜라비토닝앰플쿠션21호내추럴(미니)_8g,T,6040,GEA,3292.8615910686385,2027-05-20,435,1년 이상,12393.33333333333,9310233,0.296962536964197,멜라(앰플쿠션),21호(미니),11995.65,39500015.14490251,133013462.06395318,489545071.4768661,자사,105876531.23918681,66376516.094284296,26876500.949381784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6804174846715267
379,9310446,3125,8377308,[EA]멜라UV틴티드글로우립레드3.6g,,5000,ACA,2680.73856,2028-04-08,759,1년 이상,8.333333333333334,9310446,2.0725821765726584,멜라(립),멜라(립),3138.3959999999997,8413219.173749758,4059293.4113050913,4041966.63210392,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9957315775319624
380,9310448,30804,82042447,[EA]멜라UV틴티드글로우립핑크3.6g,O,7060,BDA,2663.369919490975,2028-04-01,752,1년 이상,76.33333333333333,9310448,2.0725821765726584,멜라(립),멜라(립),4690.896,12493591.301860536,6028031.8160994025,39584653.3504742,자사,69548855.69813946,57055264.396278925,44561673.09441839,32068081.792557858,19574490.490697324,7080899.188836789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.566762511895383
381,9310449,3444,9224477,[EA]멜라UV틴티드글로우립밤3.4g,,5000,ACA,2678.4195702671313,2028-04-16,767,1년 이상,18.66666666666667,9310449,2.0725821765726584,멜라(립),멜라(립),2682.72,7185449.749547038,3466907.0451186225,4450717.131638239,자사,2039027.2504529618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2837716943997137
382,9310450,3952,10645653,[EA]멜라UV틴티드글로우립다크레드3.6g,,5000,ACA,2693.7381072874496,2028-03-31,751,1년 이상,1.5,9310450,2.0725821765726584,멜라(립),멜라(립),842.9039999999999,2270562.62558502,1095523.5701870956,5136420.220309077,자사,8375090.37441498,6104527.748829961,3833965.123244941,1563402.4976599207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.688552907567173
383,9310451,33753,90329575,[EA]멜라UV틴티드글로우립코랄3.6g,,7060,ACA,2676.19396794359,2028-03-31,751,1년 이상,150.6666666666667,9310451,2.0725821765726584,멜라(립),멜라(립),2269.962,6074858.6118611675,2931058.020534995,43583109.04196532,자사,84254716.38813883,78179857.77627766,72104999.16441649,66030140.55255532,59955281.94069415,53880423.328832984,47805564.716971815,41730706.105110645,35655847.493249476,29580988.881388307,23506130.269527137,17431271.657665968,11356413.0458048,5281554.433943633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.869411910860183
384,9310452,32995,88304974,[EA]멜라UV틴티드글로우립로즈3.6g,,5000,ACA,2676.313805121988,2028-03-16,736,1년 이상,144.6666666666667,9310452,2.0725821765726584,멜라(립),멜라(립),2224.422,5953251.307017063,2872383.7222520667,42606259.47581302,자사,82351722.69298294,76398471.38596588,70445220.07894883,64491968.77193176,58538717.464914694,52585466.15789763,46632214.85088056,40678963.5438635,34725712.23684643,28772460.92982937,22819209.62281231,16865958.315795247,10912707.008778185,4959455.701761122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.83306674722692
385,9310454,63472,223541617,멜라비토닝앰플글로우겔마스크30g(4매입),,7080,714ED,3521.893386059995,2028-04-24,775,1년 이상,1074,9310454,0.21177734724615158,멜라(기타),멜라(기타),5002.224,17617299.621190574,83187837.84138045,1055550179.9735675,자사,205924317.37880942,188307017.75761884,170689718.13642827,153072418.5152377,135455118.8940471,117837819.27285653,100220519.65166596,82603220.03047538,64985920.4092848,47368620.78809422,29751321.16690365,12134021.545713075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.688756041312823
