,자재,기말 재고 수량,기말 재고 금액,자재 내역,특별 재고,저장 위치,배치,단가,유효기간,남은일,유효기한구간,3평판,_mat_key,원가율,대분류,소분류,평판 * 1.38배,출하원가,출하판가,판가,who,26_1,26_2,26_3,26_4,26_5,26_6,26_7,26_8,26_9,26_10,26_11,26_12,27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_10,27_11,27_12,28_1,28_2,28_3,28_4,28_5,28_6,28_7,28_8,28_9,28_10,28_11,28_12,부진재고량,부진재고진입시점,부진재고진입분기,회전월
236,9306494,297,280493,[단종][EA]디더블유이지에프10피피엠항산화앰플1ml_단상자포장없음,,5000,AKY,944.4208754208754,2026-10-15,218,6~12달,0,9306494,0.22091196548861122,기타,기타,724.9139999999999,684623.9144848484,3099080.2737669866,1269704.8771423853,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4097037717577534
237,9306559,2,454,[EA]베리어리페어마스크25G_1매입,,5000,BFA,227,2099-12-31,835,1년 이상,0,9306559,0.21177734724615158,멜라(기타),멜라(기타),0,0,0,2143.7609163755833,자사,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,0,0,0,0
238,9306573,11925,24462570,[EA]디더블유이지에프크림화이트토닝50ML(2023ver.),T,6040,KKZ,2051.3685534591195,2027-10-21,589,1년 이상,364.3333333333333,9306573,0.22091196548861122,기타,기타,5369.165999999999,11014138.290701885,49857590.4041273,110734472.64793418,자사,13448431.709298115,2434293.4185962304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2210153308726164
239,9306638,91758,20003956.115510605,[EA]디더블유이지에프투엑스멜라토닝원데이앰플1ml(샤쉐),,5000,ABZ,218.00776080026378,2027-02-22,348,6~12달,0,9306638,0.20142779598997623,원데이앰플,기타,1399.8719999999998,305182.96012698684,1515098.5425178055,99310802.74792896,자사,19698773.155383617,19393590.195256628,19088407.23512964,18783224.27500265,18478041.314875662,18172858.354748674,17867675.394621685,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,17562492.434494697,2026-08-22,26년 3Q,65.54742147853518
240,9306763,12482,2216961,[EA]디더블유이지에프트리플안티옥시던트크림2ml(샤쉐),,5000,AMY,177.6126422047749,2027-01-07,302,6~12달,238.6666666666667,9306763,0.22091196548861122,기타,기타,2794.5,496338.5286412434,2246770.687787083,10035495.33904397,자사,1720622.4713587565,1224283.942717513,727945.4140762696,231606.8854350262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466630882089819
241,9306764,16,49767,[EA]디더블유이지에프트리플안티옥시던트크림50ml,,5000,AMY,3110.4375,2027-01-04,299,6~12달,0,9306764,0.22091196548861122,기타,기타,1244.2079999999999,3870031.2209999994,17518431.889555175,225279.7845962113,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012859586178516777
242,9306765,1951,9248029,[EA]디더블유이지에프트리플안티옥시던트크림75ml,T,5000,DAZ,4740.148129164531,2027-02-01,327,6~12달,183,9306765,0.22091196548861122,기타,기타,4466.646,21172563.680540238,95841633.71916473,41862961.01954137,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43679306575896093
243,9306771,2716,9232866,디더블유이지에프10트리플안티옥시던트앰플(1ml*4ea),,5000,BCZ,3399.435198821797,2027-03-11,365,6~12달,184.3333333333333,9306771,0.05659568323641646,포스트레이저,병의원,536.6819999999999,1824415.6813740793,32235951.172335353,163137283.12867364,자사,7408450.31862592,5584034.637251841,3759618.9558777614,1935203.274503682,110787.59312960273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.060724973075304
244,9306812,927,3484585,[세트]멜라토닝원데이앰플1ml+멜라토닝패치4매입_(판),,5000,D250811002,3758.9913700107877,2026-12-18,282,6~12달,407.3333333333333,9306812,1.24750289338192,임가공,임가공,37.12199999999999,139541.27763754042,111856.4761475228,2793248.0305143488,자사,3345043.7223624596,3205502.4447249193,3065961.167087379,2926419.8894498385,2786878.611812298,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2647337.334174758,2026-06-18,26년 2Q,24.971714886051405
245,9306813,180,500778,[EA]베리어리페어립앤멀티밤10g,W,5000,N10A02,2782.1,2026-07-09,120,3~6달,1995,9306813,0.19289112490376065,베리어,베리어,887.2019999999999,2468284.6841999996,12796258.435589004,2596169.2133313734,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20288502505630063
246,9306903,27,101542.5,[EA]디더블유이지에프비타민씨부스팅앰플25_13g,,5000,BDZ,3760.8333333333335,2027-05-12,427,1년 이상,0,9306903,0.22091196548861122,기타,기타,3833.502,14417162.105,65262024.50425102,459651.42619327636,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007043168361461661
247,9306956,1256,16410605,[EA]디더블유이지에프원데이앰플(12ml+0.7ml)*3ea_(면세),,5000,D251215007,13065.76831210191,2027-09-02,540,1년 이상,120,9306956,1.24750289338192,임가공,임가공,260.13,3398798.31102707,2724481.3050598158,13154763.076750582,자사,13011806.68897293,9613008.377945859,6214210.0669187885,2815411.7558917184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82835505324261
248,9306957,102,1850766,[EA]리더마마스터앰플(1ml*14ea)*3ea_(면세),,5000,D251215008,18144.764705882353,2028-05-21,802,1년 이상,22.33333333333333,9306957,0.22091196548861122,기타,기타,17.525999999999996,318005.14623529406,1439510.7369215286,8377844.069724749,자사,1532760.8537647058,1214755.7075294117,896750.5612941176,578745.4150588235,260740.26882352948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.819924683327629
249,9307043,2042,4235651,[EA]디더블유이지에프멜라토닝원데이앰플8ml_AD(2024),,6040,RKZ,2074.265915768854,2027-11-07,606,1년 이상,938.6666666666666,9307043,0.207119282104044,원데이앰플,8ML,25265.73,52407842.57601861,253032175.67977145,20450297.804104347,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808209380849079
250,9307044,132070,672769157,[EA]디더블유이지에프멜라토닝원데이앰플30ml_AD(2024),,5000,JFZ,5094.034655864314,2027-06-09,455,1년 이상,3677,9307044,0.17023291871704832,원데이앰플,30ML,16083.761999999999,81931241.02467352,481289057.6167296,3952050884.577967,자사,590837915.9753265,508906674.950653,426975433.9259795,345044192.901306,263112951.87663245,181181710.85195893,99250469.82728541,17319228.802611887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21138736074309
251,9307045,2149,4299827.774289986,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),,5000,LLZ,2000.8505231689094,2026-11-24,258,6~12달,254,9307045,0.21177734724615158,멜라(기타),멜라(기타),20466.228,40949863.00109418,193362810.2041415,20303530.24156186,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10500225053683562
252,9307048,80,247946,[단종][EA]디더블유이지에프크림다이브좀50ML_AD(2024),,5000,ACZ,3099.325,2027-04-07,392,1년 이상,0,9307048,0.22091196548861122,기타,기타,328.71599999999995,1018797.7166999998,4611781.505119614,1122374.695510925,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24337117755144264
253,9307126,3,13911,[EA]디더블유이지에프더마니들2700샷(40mg*2ea)_덧방용,,5400,J16E01,4637,2026-04-15,35,1~3달,38.5,9307126,0.22091196548861122,기타,기타,1.1039999999999999,5119.248,23173.24907538299,62970.78553093205,자사,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,13911,0,0,0,2.717391304347826
254,9307127,169,1407094,[EA]DW이지에프10ppm원데이2700샷(40mg*4ea)_덧방용,,5000,H14E01,8326,2026-02-13,-26,기간만료,6,9307127,0.22091196548861122,기타,기타,40.158,334355.50800000003,1513523.7571241346,6369478.43403503,자사,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,1407094,0,0,0,4.208376911200757
255,9307138,71,231934.88524590165,[EA]멜라토닝선에센스크림45ml,,6030,ACZ,3266.688524590164,2027-05-08,423,1년 이상,79,9307138,0.21177734724615158,멜라(기타),멜라(기타),1871.8319999999999,6114692.114360656,28873211.388626326,1095182.6919255944,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037930754469418196
256,9307221,6838,26198400.999999996,[EA]디더블유EGF10ppm원데이엠티에스2700샷(2개입)_스몰랩,T,5000,24F003,3831.295846738812,2027-06-03,449,1년 이상,151.6666666666667,9307221,0.22091196548861122,기타,기타,6823.548,26143031.11242293,118341399.27459335,118592041.59473477,자사,55369.88757706806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0021179597476269
257,9307222,180,1432800,[단종[EA]디더블유EGF10ppm원데이엠티에스2700샷(4개입)_스몰랩,,5000,24B012,7960,2026-08-27,169,3~6달,0,9307222,0.22091196548861122,기타,기타,20.7,164772,745871.7758250835,6485841.528913769,자사,1268028,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,1103256,2026-02-27,26년 1Q,8.695652173913043
258,9307272,4266,1044372,[EA]디더블유이지에프멜라토닝패치1매입(5g)_AD(2024)V2,,5000,EJA,244.81293952180027,2099-12-31,539,1년 이상,455.3333333333333,9307272,0.21177734724615158,멜라(기타),멜라(기타),0,0,0,4931462.281403085,자사,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,1044372,0,0,0,0
259,9307276,1053,3315527,[EA]DW-EGF클리어선패치(2매입*4ea),,5000,739,3148.648622981956,2027-07-01,477,1년 이상,235.3333333333333,9307276,0.21177734724615158,멜라(기타),멜라(기타),8251.71,25981735.328746434,122684204.26735973,15655720.704378828,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12760991358154858
260,9307277,1,2321,[단종][EA]DW-EGF와이드선패치(2매입*4ea),,6080,503,2321,2027-07-15,491,1년 이상,0,9307277,0.22091196548861122,기타,기타,8.418,19538.178,88443.27629237114,10506.447646991108,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11879306248515087
261,9307278,10443,63472860.29181362,[EA]DW-EGF멜라라필스텝1(50ml),,5000,EMGF02,6078.029329868201,2027-06-19,465,1년 이상,317.3333333333333,9307278,0.21177734724615158,멜라(기타),멜라(기타),885.27,5380697.024852422,25407330.362856835,299715059.7888937,자사,58092163.266961195,52711466.24210877,47330769.217256345,41950072.19240392,36569375.167551495,31188678.142699074,25807981.117846653,20427284.09299423,15046587.06814181,9665890.04328939,4285193.018436967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.796401097970111
262,9307279,12575,23387771.000000004,"[EA]멜라라필프로그램(스텝1 3ml, 스텝2 15g*4ea,브러쉬)oy",W,5000,EMGF01,1859.8625049701793,2027-06-09,455,1년 이상,153.6666666666667,9307279,0.21177734724615158,멜라(기타),멜라(기타),261.64799999999997,486629.3047004374,2297834.5466515915,110435659.45141475,자사,22901141.695299566,22414512.390599128,21927883.08589869,21441253.781198252,20954624.476497814,20467995.171797376,19981365.86709694,19494736.5623965,19008107.257696062,18521477.952995624,18034848.648295186,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,17548219.34359475,2026-12-09,26년 4Q,48.06075337858498
263,9307319,16074,21276071.248331174,[EA]디더블유이지에프멜라토닝원데이앰플1ml_AD(2024),T,6030,CFA,1323.6326520051744,2028-06-22,834,1년 이상,2930.333333333333,9307319,0.23103726516627754,원데이앰플,1ML,7251.9,9598851.629076323,41546767.88685162,92089348.58633642,자사,11677219.619254852,2078367.9901785292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2165225664998145
264,9307323,10,14011,[EA]DW이지에프레티놀0.03프로멜라토닝크림(베이직)_1개입),,5000,EGZ,1401.1,,,미상,168.3333333333333,9307323,0.21177734724615158,멜라(기타),멜라(기타),2166.048,3034849.8527999995,14330379.959252931,66159.10616594339,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004616702861617103
265,9307325,943,3360511,[단종][EA]DW이지에프멜라토닝선패드(2개입)_파우치ver.,T,5000,QD01,3563.6383881230117,2027-04-01,386,1년 이상,57.33333333333334,9307325,0.22091196548861122,기타,기타,325.26599999999996,1159130.4039512195,5247024.086664861,15211991.765893035,자사,2201380.5960487807,1042250.1920975612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899165605996323
266,9307341,480,2351049,[EA]DW-EGF비타민씨부스팅앰플25OY기획(10g+1ml),W,,AAZ,4898.01875,,,미상,-5.5,9307341,0.22091196548861122,기타,기타,1104,5407412.7,24477681.36071729,10642470.156833604,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43478260869565216
267,9307342,5413,11271176.999999998,[EA]디더블유EGF10ppm원데이MTS2700샷(1개입)_미품,,5000,24B012,2082.242194716423,2027-02-27,353,6~12달,0,9307342,0.22091196548861122,기타,기타,107.77799999999998,224419.8992621466,1015879.3289705995,51021124.97650593,자사,11046757.100737851,10822337.201475704,10597917.302213557,10373497.40295141,10149077.503689263,9924657.604427116,9700237.705164969,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,9475817.805902822,2026-08-27,26년 3Q,50.22360778637571
268,9307343,9906,52475933,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),,5400,CFZ,5297.388754290329,2026-06-13,94,3~6달,1497.666666666667,9307343,0.21177734724615158,멜라(기타),멜라(기타),1909.9199999999998,10117588.729594186,47774650.41071829,247788225.14480993,자사,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,52475933,0,0,0,5.186604674541342
269,9307350,117,576324,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,,5000,TLZ,4925.846153846154,2026-11-27,261,6~12달,1787.333333333333,9307350,0.3648731557602829,원데이앰플,올리브영,6787.9439999999995,33436367.84492308,91638333.25927204,1579518.774953775,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017236441549900824
270,9307351,408,1796730,"[EA]]DW-EGF멜라토닝MTS프로그램[니들1,롤러대,앰플1ml)oy",W,5000,D241231001,4403.75,2026-11-19,253,6~12달,0,9307351,0.22091196548861122,기타,기타,20.976,92373.06,418144.21321946074,8133239.845229785,자사,1704356.94,1611983.88,1519610.8199999998,1427237.7599999998,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,1334864.6999999997,2026-05-19,26년 2Q,19.450800915331808
271,9307383,369,635654,[단종][EA]디더블유이지에프쓰리엑스멜라토닝세븐데이즈앰플3ml,,5000,ADZ,1722.639566395664,2027-04-11,396,1년 이상,0,9307383,0.22091196548861122,기타,기타,2.76,4754.485203252032,21522.08094629959,2877408.6482552714,자사,630899.514796748,626145.0295934959,621390.5443902438,616636.0591869918,611881.5739837397,607127.0887804877,602372.6035772356,597618.1183739835,592863.6331707315,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,588109.1479674794,2026-10-11,26년 4Q,133.69565217391306
272,9307529,2383,3650322.543136422,[EA]멜라토닝비타씨토너30ml,,6030,ADZ,1531.8181045473866,2027-05-01,416,1년 이상,354,9307529,0.21177734724615158,멜라(기타),멜라(기타),153.594,235278.06994985128,1110969.0106580877,17236605.286653273,자사,3415044.4731865707,3179766.4032367193,2944488.333286868,2709210.2633370166,2473932.193387165,2238654.123437314,2003376.0534874625,1768097.983537611,1532819.9135877597,1297541.8436379083,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,1062263.773688057,2026-11-01,26년 4Q,15.514928968579502
273,9307551,419,502022.47422680416,[EA]멀티비타앰플클렌저30ml,,5000,QE02,1198.1443298969073,2027-05-07,422,1년 이상,329.3333333333333,9307551,0.22091196548861122,기타,기타,404.89199999999994,485119.0540206185,2195983.6034577675,2272500.147814244,자사,16903.420206185663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0348438595971274
274,9307552,3003,12671103.873156343,[EA]멀티비타앰플클렌저200ml,,5000,QE02,4219.481809242871,2027-05-07,422,1년 이상,270.6666666666667,9307552,0.21177734724615158,멜라(기타),멜라(기타),1513.722,6387122.443250738,30159611.14966136,59832196.58724195,자사,6283981.429905605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9838517244249603
275,9307604,255,938191,[세트]이지듀디더블유이지에프멜라토닝기획세트(앰플+패치)_(컬리),,5000,D250115001,3679.1803921568626,2026-11-14,248,6~12달,55,9307604,1.24750289338192,임가공,임가공,204.378,751943.5301882352,602758.9468347866,752055.1695528412,자사,186247.46981176478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2476881073305348
276,9307728,8881,18499955.21955056,[EA]클리어바하클렌저 100ml,T,5000,BGZ,2083.0937078651687,2027-07-03,479,1년 이상,563,9307728,0.33014275257193243,클리어,클리어,887.478,1848699.837668764,5599698.382795678,56036230.01089427,자사,16651255.381881798,14802555.544213034,12953855.70654427,11105155.868875507,9256456.031206744,7407756.19353798,5559056.355869217,3710356.518200453,1861656.680531689,12956.842862925027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.007008624439141
277,9307832,1,8649,"[세트] 이지듀 학회용 한가인 기미토닝세트(1ML앰플,니들세트,패치)",,5000,D241017008,8649,2026-11-19,253,6~12달,7.666666666666667,9307832,1.24750289338192,임가공,임가공,87.63,757911.87,607543.1760685841,6933.050052134932,자사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011411617026132604
278,9307900,3292,10171293.000000002,[EA]클리어아하2%토너 200ml,,5000,AFZ,3089.700182260025,2027-07-04,480,1년 이상,293.6666666666667,9307900,0.33014275257193243,클리어,클리어,596.7119999999999,1843661.1751567437,5584436.310638204,30808772.63172346,자사,8327631.824843258,6483970.6496865135,4640309.474529769,2796648.2993730255,952987.1242162818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51689927469198
279,9307903,6186,18786343,[EA]클리어B3+B5세럼 29ml,,5000,AFZ,3036.9128677659232,2027-07-03,479,1년 이상,663,9307903,0.33014275257193243,클리어,클리어,1102.3439999999998,3347722.678304558,10140227.680979146,56903696.51808964,자사,15438620.321695441,12090897.643390883,8743174.965086324,5395452.2867817655,2047729.6084772074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.611678387145937
280,9307905,10005,15712409,[EA]클리어징크에스오에스스팟 15ml,,5000,AFZ,1570.455672163918,2027-07-03,479,1년 이상,430.6666666666667,9307905,0.33014275257193243,클리어,클리어,738.3,1159467.4227586207,3512018.403329913,47592772.75540537,자사,14552941.57724138,13393474.15448276,12234006.73172414,11074539.30896552,9915071.886206899,8755604.463448279,7596137.040689658,6436669.617931038,5277202.195172418,4117734.772413797,2958267.3496551765,1798799.9268965558,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,639332.5041379351,2027-01-03,27년 1Q,13.551401869158878
281,9307906,8391,34774443,[단종][EA]클리어5애씨드필 30ml,,5000,CEF001,4144.254915981409,2027-06-13,459,1년 이상,28.66666666666667,9307906,0.22091196548861122,기타,기타,140.20799999999997,581057.6932599213,2630268.088805162,157413125.73579335,자사,34193385.306740075,33612327.61348015,33031269.92022023,32450212.22696031,31869154.533700388,31288096.840440467,30707039.147180546,30125981.453920625,29544923.760660704,28963866.067400783,28382808.374140862,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,27801750.68088094,2026-12-13,26년 4Q,59.84679904142418
282,9307953,12602,42246945.18913077,[EA]멜라라필스텝2_4매입(15g*8ea),,7040,622DF,3352.400030878493,2027-06-26,472,1년 이상,324.6666666666667,9307953,0.21177734724615158,멜라(기타),멜라(기타),845.8019999999999,2835466.650917091,13388904.374278478,199487554.91788548,자사,39411478.53821368,36576011.88729659,33740545.2363795,30905078.585462406,28069611.934545316,25234145.283628225,22398678.632711135,19563211.981794044,16727745.330876954,13892278.679959863,11056812.029042773,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,8221345.3781256825,2026-12-26,26년 4Q,14.899468197048483
