창고코드,자재코드,자재명,배치,SAP재고,WMS재고,차이
5000.0,7302475.0,[부자재_인도네시아]비타앰플클렌저_30ml_단상자덧방라벨_V2,20251125,250,250,0.0
5000.0,7302477.0,[부자재_인도네시아]원데이앰플_30ml_단상자덧방라벨_V2,20251125,600,600,0.0
5000.0,9301074.0,[RX]포스트레이저미네랄비비크림40ml,AFA,10,10,0.0
5000.0,9301077.0,[RX]포스트레이저젤드레싱마스크시트세트(38ml*5ea),2RK209,1,1,0.0
5000.0,9301079.0,[단종][RX]포스트레이저마일드클렌징젤150ml,CLY,1,1,0.0
5000.0,9301091.0,[단종][RX]센시티브베리어인텐시브150ml,AFA,2104,2104,0.0
5000.0,9301197.0,[RX]포스트레이저시너지크림50ML,AEZ,2462,2462,0.0
5000.0,9301349.0,[RX]포스트레이저퍼펙트쉴드선50ML,ALA,3377,3377,0.0
5000.0,9301702.0,[단종][EA]디더블유이지에프멀티비타세럼B14ML,ACZ,3846,3846,0.0
5000.0,9301703.0,[단종][EA]디더블유이지에프멀티비타세럼C14ML,ACZ,3981,3981,0.0
5000.0,9301704.0,[단종][EA]디더블유이지에프멀티비타세럼E14ML,ACZ,3997,3997,0.0
5000.0,9302803.0,[단종][EA]리더마마스터앰플(1ml*14ea),ABY,43,43,0.0
5000.0,9302971.0,[EA]디더블유이지에프크림프레좀알엑스(30ml*3ea),GLY,43,43,0.0
5000.0,9302971.0,[EA]디더블유이지에프크림프레좀알엑스(30ml*3ea),HLY,544,544,0.0
5000.0,9302972.0,[단종][EA]디더블유이지에프크림리미티드70ml,AHZ,26,26,0.0
5000.0,9303069.0,[RX]포스트레이저리페어컨트롤이지에프(10ml*2ea)_리뉴얼,AEZ,1001,1001,0.0
5000.0,9303143.0,[EX]디더블유이지에프크림모이스트플러스50ML(JP),ABZ,8,8,0.0
5000.0,9304348.0,[단종][EA]디더블유이지에프크림링클컨트롤50ml,DLY,177,177,0.0
5000.0,9305080.0,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),H27F01,9794,9794,0.0
5000.0,9305530.0,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,NLY,26,26,0.0
5000.0,9305530.0,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,NGZ,15,15,0.0
5000.0,9305535.0,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,NLY,12137,12137,0.0
5000.0,9305554.0,[EA]베리어리페어크림105ml,KEA,1440,1440,0.0
5000.0,9305554.0,[EA]베리어리페어크림105ml,JCA,209,209,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,CHZ,1405,1405,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,DHZ,1600,1600,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,JLY,908,908,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,LLY,161,161,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,BGZ,2479,2479,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,AGZ,43,43,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,NLY,1393,1393,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,QLY,2819,2819,0.0
5000.0,9305555.0,[EA]멜라토닝크림105ml,PLY,2178,2178,0.0
5000.0,9305782.0,[EA]디더블유이지에프멜라토닝원데이앰플0.7ml(샤쉐),LFZ,962,962,0.0
5000.0,9305813.0,[OEM]Lekarka Moist Shine Mist_B_50ml,3K1,164,164,0.0
5000.0,9305818.0,[EA]디더블유이지에프멜라토닝원데이앰플12ml,LFZ,1000,1000,0.0
5000.0,9305857.0,[EA]베리어리페어마스크(25G*4매입),AAB,592,592,0.0
5000.0,9305858.0,[EA]베리어리페어미스트60ML,BGA,450,450,0.0
5000.0,9305858.0,[EA]베리어리페어미스트60ML,CHA,5080,5080,0.0
5000.0,9305862.0,[EA]디더블유이지에프멜라토닝원데이앰플(OY기획)(12ml+1ml),HEZ,17,17,0.0
5000.0,9305862.0,[EA]디더블유이지에프멜라토닝원데이앰플(OY기획)(12ml+1ml),HDA,1883,1883,0.0
5000.0,9305865.0,[EA]디더블유이지에프더마톡스니들샷(40mg*4ea),H27F01,673,673,0.0
5000.0,9305865.0,[EA]디더블유이지에프더마톡스니들샷(40mg*4ea),H13F01,1451,1451,0.0
5000.0,9305882.0,[단종][EA]아크네클리어에스오에스스팟2ml,AFY,101,101,0.0
5000.0,9305884.0,[단종][EA]아크네클리어토너200ml,BGY,134,134,0.0
5000.0,9305942.0,[EA]옴므올인원플루이드80ml,EHA,5292,5292,0.0
5000.0,9305997.0,[단종][EA]아크네클리어필1.9ml,DG001,5250,5250,0.0
5000.0,9306018.0,[EA]베리어리페어크림30g,OFA,1077,1077,0.0
5000.0,9306037.0,[EA]디더블유이지에프멜라토닝원데이앰플8ml,ABZ,2,2,0.0
5000.0,9306140.0,[EA]디더블유이지에프크림리페어솔루션50ml,ABA,3316,3316,0.0
5000.0,9306140.0,[EA]디더블유이지에프크림리페어솔루션50ml,BHA,10080,10080,0.0
5000.0,9306242.0,[EA]베리어리페어크림50ml,RHA,1037,1037,0.0
5000.0,9306559.0,[EA]베리어리페어마스크25G_1매입,BFA,2,2,0.0
5000.0,9306638.0,[EA]디더블유이지에프투엑스멜라토닝원데이앰플1ml(샤쉐),ABZ,1590,1590,0.0
5000.0,9306638.0,[EA]디더블유이지에프투엑스멜라토닝원데이앰플1ml(샤쉐),AGA,89400,89400,0.0
5000.0,9306763.0,[EA]디더블유이지에프트리플안티옥시던트크림2ml(샤쉐),AMY,12482,12482,0.0
5000.0,9306764.0,[EA]디더블유이지에프트리플안티옥시던트크림50ml,AMY,3,3,0.0
5000.0,9306764.0,[EA]디더블유이지에프트리플안티옥시던트크림50ml,KEZ,13,13,0.0
5000.0,9306765.0,[EA]디더블유이지에프트리플안티옥시던트크림75ml,DAZ,184,184,0.0
5000.0,9306903.0,[EA]디더블유이지에프비타민씨부스팅앰플25_13g,BDZ,3,3,0.0
5000.0,9306956.0,[EA]디더블유이지에프원데이앰플(12ml+0.7ml)*3ea_(면세),D250924002,418,418,0.0
5000.0,9306956.0,[EA]디더블유이지에프원데이앰플(12ml+0.7ml)*3ea_(면세),D251215007,958,958,0.0
5000.0,9306957.0,[EA]리더마마스터앰플(1ml*14ea)*3ea_(면세),D251215008,122,122,0.0
5000.0,9307044.0,[EA]디더블유이지에프멜라토닝원데이앰플30ml_AD(2024),HDA,8839,8839,0.0
5000.0,9307044.0,[EA]디더블유이지에프멜라토닝원데이앰플30ml_AD(2024),JFZ,49,49,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),OMZ,2,2,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),NMZ,1,1,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),MMZ,1,1,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),LMZ,22,22,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),KMZ,3,3,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),CMZ,118,118,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),GMZ,19,19,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),HMZ,57,57,0.0
5000.0,9307045.0,[단종][EA]디더블유이지에프멜라토닝패치(5g*4ea)_AD(2024),JMZ,2,2,0.0
5000.0,9307048.0,[단종][EA]디더블유이지에프크림다이브좀50ML_AD(2024),ACZ,74,74,0.0
5000.0,9307127.0,[EA]DW이지에프10ppm원데이2700샷(40mg*4ea)_덧방용,H14E01,169,169,0.0
5000.0,9307138.0,[EA]멜라토닝선에센스크림45ml,ABA,10,10,0.0
5000.0,9307203.0,[EA]디더블유이지에프10ppm비타민샷마이크로패치_4입,S0Q924005,254,254,0.0
5000.0,9307203.0,[EA]디더블유이지에프10ppm비타민샷마이크로패치_4입,S0Q924004,734,734,0.0
5000.0,9307203.0,[EA]디더블유이지에프10ppm비타민샷마이크로패치_4입,S0Q924006,845,845,0.0
5000.0,9307222.0,[단종[EA]디더블유EGF10ppm원데이엠티에스2700샷(4개입)_스몰랩,24B012,204,204,0.0
5000.0,9307272.0,[EA]디더블유이지에프멜라토닝패치1매입(5g)_AD(2024)V2,DJA,4,4,0.0
5000.0,9307272.0,[EA]디더블유이지에프멜라토닝패치1매입(5g)_AD(2024)V2,EJA,4000,4000,0.0
5000.0,9307276.0,[EA]DW-EGF클리어선패치(2매입*4ea),739,4,4,0.0
5000.0,9307278.0,[EA]DW-EGF멜라라필스텝1(50ml),EMGF02,7,7,0.0
5000.0,9307279.0,"[EA]멜라라필프로그램(스텝1 3ml, 스텝2 15g*4ea,브러쉬)oy",EMGF01,12275,12275,0.0
5000.0,9307325.0,[단종][EA]DW이지에프멜라토닝선패드(2개입)_파우치ver.,QD01,936,936,0.0
5000.0,9307343.0,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),JJZ,1455,1455,0.0
5000.0,9307343.0,[EA]이지듀DW-EGF레티노0.03프로멜라토닝크림30ml(베이직),HHZ,8062,8062,0.0
5000.0,9307350.0,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,PGA,37,37,0.0
5000.0,9307350.0,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,QGA,17,17,0.0
5000.0,9307350.0,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,OGA,37,37,0.0
5000.0,9307350.0,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,CBA,17,17,0.0
5000.0,9307350.0,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,TLZ,3,3,0.0
5000.0,9307350.0,[EA]DW-EGF멜라토닝원데이앰플[oy패치기획]_(5g*2ea+12ml,BBA,6,6,0.0
5000.0,9307351.0,"[EA]]DW-EGF멜라토닝MTS프로그램[니들1,롤러대,앰플1ml)oy",D241231001,368,368,0.0
5000.0,9307383.0,[단종][EA]디더블유이지에프쓰리엑스멜라토닝세븐데이즈앰플3ml,ADZ,369,369,0.0
5000.0,9307529.0,[EA]멜라토닝비타씨토너30ml,BEZ,2081,2081,0.0
5000.0,9307551.0,[EA]멀티비타앰플클렌저30ml,QE02,108,108,0.0
5000.0,9307552.0,[EA]멀티비타앰플클렌저200ml,QE02,663,663,0.0
5000.0,9307552.0,[EA]멀티비타앰플클렌저200ml,QE05,25,25,0.0
5000.0,9307604.0,[세트]이지듀디더블유이지에프멜라토닝기획세트(앰플+패치)_(컬리),D250115001,255,255,0.0
5000.0,9307728.0,[EA]클리어바하클렌저 100ml,BGZ,2375,2375,0.0
5000.0,9307728.0,[EA]클리어바하클렌저 100ml,CGZ,6797,6797,0.0
5000.0,9307832.0,"[세트] 이지듀 학회용 한가인 기미토닝세트(1ML앰플,니들세트,패치)",D241017008,1,1,0.0
5000.0,9307900.0,[EA]클리어아하2%토너 200ml,AFZ,3457,3457,0.0
5000.0,9307905.0,[EA]클리어징크에스오에스스팟 15ml,AFZ,10224,10224,0.0
5000.0,9307906.0,[단종][EA]클리어5애씨드필 30ml,CEF001,8414,8414,0.0
5000.0,9307962.0,[EA]멜라비타12앰플클렌저_샤셰(2ml),QE05,68034,68034,0.0
5000.0,9307963.0,[EA]이지듀멜라글루타치온크림샤셰2g,GFZ,5505,5505,0.0
5000.0,9307970.0,[EA]DW-EGF클리어선패치 1매,739,39065,39065,0.0
5000.0,9307970.0,[EA]DW-EGF클리어선패치 1매,928,286,286,0.0
5000.0,9307972.0,[EA]DW이지에프멜라토닝선패드 1매,QD01,5767,5767,0.0
5000.0,9308000.0,[EA]클리어바하바디클렌저 300g,QF01,3028,3028,0.0
5000.0,9308000.0,[EA]클리어바하바디클렌저 300g,QF02,4844,4844,0.0
5000.0,9308000.0,[EA]클리어바하바디클렌저 300g,QF03,5320,5320,0.0
5000.0,9308000.0,[EA]클리어바하바디클렌저 300g,QG04,5211,5211,0.0
5000.0,9308074.0,[EA]디더블유이지에프멜라토닝원데이앰플15ml,CBA,9,9,0.0
5000.0,9308074.0,[EA]디더블유이지에프멜라토닝원데이앰플15ml,BAA,1,1,0.0
5000.0,9308074.0,[EA]디더블유이지에프멜라토닝원데이앰플15ml,SLZ,537,537,0.0
5000.0,9308074.0,[EA]디더블유이지에프멜라토닝원데이앰플15ml,EBA,5,5,0.0
5000.0,9308228.0,[EA]멜라씨비타에센스토너30ml,DHA,30169,30169,0.0
5000.0,9308229.0,[EA]멜라비타12앰플클렌저30ML,RJ03,49181,49181,0.0
5000.0,9308229.0,[EA]멜라비타12앰플클렌저30ML,QE06,551,551,0.0
5000.0,9308231.0,[단종][EA]멜라선앰플패드_1매(3ml)*15입,QF02,9860,9860,0.0
5000.0,9308236.0,[EA]이지듀멜라글루타치온크림50ml,VHA,1199,1199,0.0
5000.0,9308304.0,"[EA]멜라라필프로그램(스텝1 3ml, 스텝2 15g*4ea,브러쉬)직영",EMGG01,2582,2582,0.0
5000.0,9308335.0,[RX]이지듀알엑스포스트레이저센시티브베리어150ml_AD,BHA,3043,3043,0.0
5000.0,9308335.0,[RX]이지듀알엑스포스트레이저센시티브베리어150ml_AD,CHA,4760,4760,0.0
5000.0,9308336.0,[RX]이지듀알엑스포스트레이저리뉴얼모이스처50ml_AD,AKZ,6454,6454,0.0
5000.0,9308337.0,[RX]알엑스포스트레이저비비크림40ml_AD,AKZ,3293,3293,0.0
5000.0,9308426.0,[EA]멜라에이레티노0.03프로크림_10ml+1ml(올리브영),JJZ,6508,6508,0.0
5000.0,9308427.0,[EA]클리어라하바디미스트 100ml,QG01,9250,9250,0.0
5000.0,9308427.0,[EA]클리어라하바디미스트 100ml,QH02,9880,9880,0.0
5000.0,9308494.0,[EX]멜라비타앰플데일리마스크30매입(310g),435DH,4061,4061,0.0
5000.0,9308494.0,[EX]멜라비타앰플데일리마스크30매입(310g),434DH,19,19,0.0
5000.0,9308616.0,[EA]DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver,738,9990,9990,0.0
5000.0,9308616.0,[EA]DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver,757,9585,9585,0.0
5000.0,9308616.0,[EA]DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver,721,10260,10260,0.0
5000.0,9308616.0,[EA]DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver,736,10530,10530,0.0
5000.0,9308616.0,[EA]DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver,735,10260,10260,0.0
5000.0,9308656.0,[단종][EA]멜라비토닝앰플쿠션23호 베이지(본품)_15g,CMZ,1,1,0.0
5000.0,9308656.0,[단종][EA]멜라비토닝앰플쿠션23호 베이지(본품)_15g,DMZ,1,1,0.0
5000.0,9308657.0,[단종][EA]멜라비토닝앰플쿠션21호페어(리필)_15g,BMZ,2841,2841,0.0
5000.0,9308658.0,[단종][EA]멜라비토닝앰플쿠션21호내추럴(리필)_15g,EMZ,2,2,0.0
5000.0,9308659.0,[단종][EA]멜라비토닝앰플쿠션23호 베이지(리필)_15g,DMZ,4979,4979,0.0
5000.0,9308690.0,[EX]디더블유이지에프멜라토닝원데이앰플10ml,BAA,112,112,0.0
5000.0,9308690.0,[EX]디더블유이지에프멜라토닝원데이앰플10ml,EBA,10361,10361,0.0
5000.0,9308690.0,[EX]디더블유이지에프멜라토닝원데이앰플10ml,AAA,87,87,0.0
5000.0,9308763.0,[EA]멜라비토닝원데이앰플0.7ml(샤쉐),PHZ,33474,33474,0.0
5000.0,9308765.0,[EA]멜라비토닝패치풀페이스(24g*6ea),YLZ,11,11,0.0
5000.0,9308765.0,[EA]멜라비토닝패치풀페이스(24g*6ea),ZLZ,35,35,0.0
5000.0,9308771.0,[EA]스킨부스터엠티에스앰플3.5ml,CLZ,2679,2679,0.0
5000.0,9308771.0,[EA]스킨부스터엠티에스앰플3.5ml,DLZ,6225,6225,0.0
5000.0,9308772.0,[EA]이지듀스킨부스터나이아신토닝샷앰플1ml*7ea,SBN,3796,3796,0.0
5000.0,9308773.0,[EA]스킨부스터피디알엔리프팅샷앰플1ml*7ea,SBP,1117,1117,0.0
5000.0,9308774.0,[EA]스킨부스터엑소좀포어샷앰플1ml*7ea,SBE,5173,5173,0.0
5000.0,9308775.0,[EA]스킨부스터히알루론글로우샷앰플1ml*7ea,SBH,3686,3686,0.0
5000.0,9308812.0,[EA]멜라에이레티노0.3프로트리트먼트15ml,AKZ,6429,6429,0.0
5000.0,9308817.0,[세트]이지듀한가인슬리브(쿠팡앰플샷2종),D240902001,2335,2335,0.0
5000.0,9308818.0,"[세트]명절용멜라3-스텝스페셜세트(멜라토너,크림,앰플,레티노)",D250908001,18,18,0.0
5000.0,9308885.0,"24추석_멜라토닝데일리케어세트(베리어토너,기미크림,앰플,패치)",D250421002,11,11,0.0
5000.0,9308948.0,[ODM][RX]이지듀알엑스리페어컨트롤리뉴얼인텐시브모이스처50ml,AKZ,10,10,0.0
5000.0,9309149.0,[EA]멜라거즈드레싱마스크(4매입),652DL,7511,7511,0.0
5000.0,9309160.0,[EA]리프트거즈드레싱마스크(25g*3매입),510DM,327,327,0.0
5000.0,9309160.0,[EA]리프트거즈드레싱마스크(25g*3매입),620DL,563,563,0.0
5000.0,9309213.0,[EA]리프트이지에프10코어이펙트앰플30ml,DBA,1362,1362,0.0
5000.0,9309214.0,[EA]리프트이지에프10코어이펙트앰플1ml(샤셰),AAB,1763,1763,0.0
5000.0,9309250.0,[oy기획]스킨부스터나이아신토닝샷앰플1ml*7ea,D251209001,43,43,0.0
5000.0,9309250.0,[oy기획]스킨부스터나이아신토닝샷앰플1ml*7ea,D260113001,100,100,0.0
5000.0,9309251.0,[oy기획]스킨부스터피디알엔리프팅샷앰플1ml*7ea,D260113002,83,83,0.0
5000.0,9309252.0,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,SBE,13,13,0.0
5000.0,9309252.0,[oy기획]스킨부스터엑소좀포어샷앰플1ml*7ea,D260113003,91,91,0.0
5000.0,9309253.0,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,SBH,17,17,0.0
5000.0,9309253.0,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,D250207004,4,4,0.0
5000.0,9309253.0,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,D250626004,50,50,0.0
5000.0,9309253.0,[oy기획]스킨부스터히알루론글로우샷앰플1ml*7ea,D260113004,100,100,0.0
5000.0,9309314.0,[RX]포스트레이저센시티브베리어1ml(샤셰),CMZ,98579,98579,0.0
5000.0,9309315.0,[RX]포스트레이저리뉴얼모이스처1ml(샤셰),BMZ,98580,98580,0.0
5000.0,9309330.0,이지듀스킨부스터엠티에스앰플(본품) 3.5g,D260113005,96,96,0.0
5000.0,9309392.0,[EA]멜라글루타치온크림105ml,QHA,4800,4800,0.0
5000.0,9309392.0,[EA]멜라글루타치온크림105ml,RHA,1895,1895,0.0
5000.0,9309503.0,[EA]멜라비토닝앰플쿠션19호페어(본품)_V2,BAA,19,19,0.0
5000.0,9309505.0,[EA]멜라비토닝앰플쿠션21호내추럴(본품)_V2,BAA,68,68,0.0
5000.0,9309506.0,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,CBA,8,8,0.0
5000.0,9309506.0,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,AAA,335,335,0.0
5000.0,9309506.0,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,BAA,1,1,0.0
5000.0,9309506.0,[EA]멜라비토닝앰플쿠션23호베이지(본품)_V2,DMZ,3,3,0.0
5000.0,9309507.0,[EA]멜라비토닝앰플쿠션19호페어(리필)_V2,BAA,4459,4459,0.0
5000.0,9309509.0,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,BAA,679,679,0.0
5000.0,9309509.0,[EA]멜라비토닝앰플쿠션23호베이지(리필)_V2,AAA,224,224,0.0
5000.0,9309510.0,[EA]디더블유이지에프멜라패치(Japan) 5g*4ea,EAA,3140,3140,0.0
5000.0,9309511.0,[EA]멜라글루타치온크림(Japan) 50ml,AAA,4807,4807,0.0
5000.0,9309593.0,이지듀쓰리엑스멜라비토닝패치3g*6ea,296,508,508,0.0
5000.0,9309593.0,이지듀쓰리엑스멜라비토닝패치3g*6ea,298,978,978,0.0
5000.0,9309593.0,이지듀쓰리엑스멜라비토닝패치3g*6ea,300,158,158,0.0
5000.0,9309712.0,[세트]이지듀 2025신년 패키지 SET 기미앰플 30ml * 6EA,0,7,7,0.0
5000.0,9309713.0,[세트]이지듀 2025신년 패키지 SET 항산화 30ml * 4EA,0,6,6,0.0
5000.0,9309744.0,[EA]멜라비토닝앰플쿠션트라이얼3열샤쉐0.2ml*3ea,BAA,33,33,0.0
5000.0,9309795.0,[EA]멜라오버나이트멜팅크림 50g,KGA,7584,7584,0.0
5000.0,9309798.0,[EA]이지에프코어부스팅아이크림30ml,J11Y007,38298,38298,0.0
5000.0,9309831.0,[EA]멜라비토닝유브이선스틱20g,E26Y003,2169,2169,0.0
5000.0,9309831.0,[EA]멜라비토닝유브이선스틱20g,H04Y004,6063,6063,0.0
5000.0,9309834.0,[EA]멜라비토닝UV선세럼40ml+40ml(OY),ACA,1066,1066,0.0
5000.0,9309834.0,[EA]멜라비토닝UV선세럼40ml+40ml(OY),EHA,1817,1817,0.0
5000.0,9309837.0,[EA]멜라비토닝유브이선세럼투엑스사셰1ml,ACA,3121,3121,0.0
5000.0,9309838.0,[EA]멜라비토닝앰플쿠션19호페어(본품)15g_V3_,JBA,1668,1668,0.0
5000.0,9309838.0,[EA]멜라비토닝앰플쿠션19호페어(본품)15g_V3_,EBA,1150,1150,0.0
5000.0,9309839.0,[EA]멜라비토닝앰플쿠션21호내추럴(본품)15g_V3,JHA,2405,2405,0.0
5000.0,9309900.0,[EA]멜라비토닝앰플쿠션23호베이지(본품)15g_V3,UHA,13142,13142,0.0
5000.0,9309900.0,[EA]멜라비토닝앰플쿠션23호베이지(본품)15g_V3,VHA,5725,5725,0.0
5000.0,9309902.0,[EA]멜라비토닝앰플쿠션19호페어(리필)15g_V3,DBA,21272,21272,0.0
5000.0,9309902.0,[EA]멜라비토닝앰플쿠션19호페어(리필)15g_V3,JBA,8236,8236,0.0
5000.0,9309902.0,[EA]멜라비토닝앰플쿠션19호페어(리필)15g_V3,GBA,13860,13860,0.0
5000.0,9309902.0,[EA]멜라비토닝앰플쿠션19호페어(리필)15g_V3,FBA,20755,20755,0.0
5000.0,9309903.0,[EA]멜라비토닝앰플쿠션21호내추럴(리필)15g_V3,WKA,14331,14331,0.0
5000.0,9309904.0,[EA]멜라비토닝앰플쿠션23호베이지(리필)15g_V3,XJA,4810,4810,0.0
5000.0,9309904.0,[EA]멜라비토닝앰플쿠션23호베이지(리필)15g_V3,YJA,8270,8270,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,GJA,4500,4500,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,HJA,4050,4050,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,JJA,4047,4047,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,KJA,4000,4000,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,LJA,3100,3100,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,MJA,4250,4250,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,NJA,3650,3650,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,EJA,3350,3350,0.0
5000.0,9309908.0,[EA]디더블유이지에프멜라토닝패치(5g*4ea)_V2,FJA,4050,4050,0.0
5000.0,9309910.0,[EA]멀티비타12앰플클렌저200ml,RJ04,4995,4995,0.0
5000.0,9310226.0,[단종]멜라비토닝매트커버쿠션19호페어(본품)_19g,CEA,1,1,0.0
5000.0,9310226.0,[단종]멜라비토닝매트커버쿠션19호페어(본품)_19g,ACA,2,2,0.0
5000.0,9310228.0,[단종]멜라비토닝매트커버쿠션21호내추럴(본품)_19g,EEA,5,5,0.0
5000.0,9310230.0,[단종]멜라비토닝매트커버쿠션23호베이지(본품)_19g,ACA,1,1,0.0
5000.0,9310230.0,[단종]멜라비토닝매트커버쿠션23호베이지(본품)_19g,BEA,1,1,0.0
5000.0,9310233.0,[EA]멜라비토닝앰플쿠션21호내추럴(미니)_8g,RGA,544,544,0.0
5000.0,9310446.0,[EA]멜라UV틴티드글로우립레드3.6g,ACA,42,42,0.0
5000.0,9310448.0,[EA]멜라UV틴티드글로우립핑크3.6g,EHA,13898,13898,0.0
5000.0,9310450.0,[EA]멜라UV틴티드글로우립다크레드3.6g,ACA,557,557,0.0
5000.0,9310451.0,[EA]멜라UV틴티드글로우립코랄3.6g,DHA,19978,19978,0.0
5000.0,9310454.0,멜라비토닝앰플글로우겔마스크30g(4매입),128EH,2400,2400,0.0
5000.0,9310454.0,멜라비토닝앰플글로우겔마스크30g(4매입),127EH,2520,2520,0.0
5000.0,9310455.0,[EA]디더블유이지에프클리어선패치4g(4매입)V2,503DW,20030,20030,0.0
5000.0,9310455.0,[EA]디더블유이지에프클리어선패치4g(4매입)V2,502DW,40200,40200,0.0
5000.0,9310457.0,이지듀멜라비토닝앰플쿠션19호페어13G,PHA,7350,7350,0.0
5000.0,9310458.0,이지듀멜라비토닝앰플쿠션21호내추럴13G,KHA,1423,1423,0.0
5000.0,9310458.0,이지듀멜라비토닝앰플쿠션21호내추럴13G,LHA,1331,1331,0.0
5000.0,9310561.0,이지듀멜라비토닝앰플쿠션19호페어13G(리필),MFA,1982,1982,0.0
5000.0,9310561.0,이지듀멜라비토닝앰플쿠션19호페어13G(리필),OHA,2282,2282,0.0
5000.0,9310562.0,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),GEA,28,28,0.0
5000.0,9310562.0,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),EHA,46,46,0.0
5000.0,9310562.0,이지듀멜라비토닝앰플쿠션21호내추럴13G(리필),HHA,595,595,0.0
5000.0,9310593.0,[EA]이지듀멜라비토닝원데이앰플로즈30ml,BDA,9722,9722,0.0
5000.0,9310594.0,[EA]이지듀멜라비토닝원데이앰플로즈15ml,BDA,5963,5963,0.0
5000.0,9310613.0,[EA]멜라비토닝패치풀페이스(24g*1ea),GKZ,761,761,0.0
5000.0,9310616.0,[EA]이지듀멜라토닝원데이앰플15ml(2025_추출물용매분리버전),HHA,6774,6774,0.0
5000.0,9310618.0,[세트]멜라토닝원데이앰플10ml_카카오,D250609005,53,53,0.0
5000.0,9310619.0,[세트]멜라비토닝투엑스유브이선세럼40ml_카카오,D251001001,72,72,0.0
5000.0,9310619.0,[세트]멜라비토닝투엑스유브이선세럼40ml_카카오,D251020006,100,100,0.0
5000.0,9310695.0,멜라비토닝앰플쿠션23호베이지(미니)_8g,SFA,709,709,0.0
5000.0,9310696.0,멜라비토닝앰플쿠션22호라이트베이지(미니)_8g,BEA,101,101,0.0
5000.0,9310698.0,멜라비토닝앰플쿠션22호라이트베이지(본품)_13g,AEA,224,224,0.0
